OMRÅDE;ALDER;CIVILSTAND;TID;INDHOLD
Ballerup;3 år;Ugift;2022K1;572
Ballerup;4 år;Fraskilt;2022K1;0
Ballerup;4 år;Gift/separeret;2022K1;0
Ballerup;4 år;Ugift;2022K1;603
Ballerup;5 år;Fraskilt;2022K1;0
Ballerup;5 år;Gift/separeret;2022K1;0
Ballerup;5 år;Ugift;2022K1;588
Ballerup;6 år;Fraskilt;2022K1;0
Ballerup;6 år;Gift/separeret;2022K1;0
Ballerup;6 år;Ugift;2022K1;564
Ballerup;7 år;Fraskilt;2022K1;0
Ballerup;7 år;Gift/separeret;2022K1;0
Ballerup;7 år;Ugift;2022K1;555
Ballerup;8 år;Fraskilt;2022K1;0
Ballerup;8 år;Gift/separeret;2022K1;0
Ballerup;8 år;Ugift;2022K1;505
Ballerup;9 år;Fraskilt;2022K1;0
Ballerup;9 år;Gift/separeret;2022K1;0
Ballerup;9 år;Ugift;2022K1;571
Ballerup;10 år;Fraskilt;2022K1;0
Ballerup;10 år;Gift/separeret;2022K1;0
Ballerup;10 år;Ugift;2022K1;576
Ballerup;11 år;Fraskilt;2022K1;0
Ballerup;11 år;Gift/separeret;2022K1;0
Ballerup;11 år;Ugift;2022K1;589
Ballerup;12 år;Fraskilt;2022K1;0
Ballerup;12 år;Gift/separeret;2022K1;0
Ballerup;12 år;Ugift;2022K1;574
Ballerup;13 år;Fraskilt;2022K1;0
Ballerup;13 år;Gift/separeret;2022K1;0
Ballerup;13 år;Ugift;2022K1;643
Ballerup;14 år;Fraskilt;2022K1;0
Ballerup;14 år;Gift/separeret;2022K1;0
Ballerup;14 år;Ugift;2022K1;558
Ballerup;15 år;Fraskilt;2022K1;0
Ballerup;15 år;Gift/separeret;2022K1;0
Ballerup;15 år;Ugift;2022K1;594
Ballerup;16 år;Fraskilt;2022K1;0
Ballerup;16 år;Gift/separeret;2022K1;0
Ballerup;16 år;Ugift;2022K1;564
Ballerup;17 år;Fraskilt;2022K1;0
Ballerup;17 år;Gift/separeret;2022K1;0
Ballerup;17 år;Ugift;2022K1;615
Ballerup;18 år;Fraskilt;2022K1;0
Ballerup;18 år;Gift/separeret;2022K1;0
Ballerup;18 år;Ugift;2022K1;636
Ballerup;19 år;Fraskilt;2022K1;0
Ballerup;19 år;Gift/separeret;2022K1;2
Ballerup;19 år;Ugift;2022K1;622
Ballerup;20 år;Fraskilt;2022K1;0
Ballerup;20 år;Gift/separeret;2022K1;1
Ballerup;20 år;Ugift;2022K1;571
Ballerup;21 år;Fraskilt;2022K1;1
Ballerup;21 år;Gift/separeret;2022K1;5
Ballerup;21 år;Ugift;2022K1;582
Ballerup;22 år;Fraskilt;2022K1;1
Ballerup;22 år;Gift/separeret;2022K1;10
Ballerup;22 år;Ugift;2022K1;469
Ballerup;23 år;Fraskilt;2022K1;3
Ballerup;23 år;Gift/separeret;2022K1;15
Ballerup;23 år;Ugift;2022K1;443
Ballerup;24 år;Fraskilt;2022K1;1
Ballerup;24 år;Gift/separeret;2022K1;38
Ballerup;24 år;Ugift;2022K1;470
Ballerup;25 år;Fraskilt;2022K1;4
Ballerup;25 år;Gift/separeret;2022K1;42
Ballerup;25 år;Ugift;2022K1;457
Ballerup;26 år;Fraskilt;2022K1;5
Ballerup;26 år;Gift/separeret;2022K1;63
Ballerup;26 år;Ugift;2022K1;444
Ballerup;27 år;Fraskilt;2022K1;3
Ballerup;27 år;Gift/separeret;2022K1;91
Ballerup;27 år;Ugift;2022K1;450
Ballerup;28 år;Fraskilt;2022K1;10
Ballerup;28 år;Gift/separeret;2022K1;134
Ballerup;28 år;Ugift;2022K1;464
Ballerup;29 år;Fraskilt;2022K1;7
Ballerup;29 år;Gift/separeret;2022K1;150
Ballerup;29 år;Ugift;2022K1;403
Ballerup;30 år;Fraskilt;2022K1;18
Ballerup;30 år;Gift/separeret;2022K1;197
Ballerup;30 år;Ugift;2022K1;334
Ballerup;31 år;Fraskilt;2022K1;21
Ballerup;31 år;Gift/separeret;2022K1;232
Ballerup;31 år;Ugift;2022K1;342
Ballerup;32 år;Fraskilt;2022K1;32
Ballerup;32 år;Gift/separeret;2022K1;258
Ballerup;32 år;Ugift;2022K1;328
Ballerup;33 år;Fraskilt;2022K1;18
Ballerup;33 år;Gift/separeret;2022K1;302
Ballerup;33 år;Ugift;2022K1;326
Ballerup;34 år;Fraskilt;2022K1;26
Ballerup;34 år;Gift/separeret;2022K1;313
Ballerup;34 år;Ugift;2022K1;282
Ballerup;35 år;Fraskilt;2022K1;45
Ballerup;35 år;Gift/separeret;2022K1;315
Ballerup;35 år;Ugift;2022K1;255
Ballerup;36 år;Fraskilt;2022K1;41
Ballerup;36 år;Gift/separeret;2022K1;342
Ballerup;36 år;Ugift;2022K1;237
Ballerup;37 år;Fraskilt;2022K1;31
Ballerup;37 år;Gift/separeret;2022K1;296
Ballerup;37 år;Ugift;2022K1;203
Ballerup;38 år;Fraskilt;2022K1;57
Ballerup;38 år;Gift/separeret;2022K1;321
Ballerup;38 år;Ugift;2022K1;183
Ballerup;39 år;Fraskilt;2022K1;41
Ballerup;39 år;Gift/separeret;2022K1;317
Ballerup;39 år;Ugift;2022K1;188
Ballerup;40 år;Fraskilt;2022K1;64
Ballerup;40 år;Gift/separeret;2022K1;315
Ballerup;40 år;Ugift;2022K1;186
Ballerup;41 år;Fraskilt;2022K1;94
Ballerup;41 år;Gift/separeret;2022K1;349
Ballerup;41 år;Ugift;2022K1;156
Ballerup;42 år;Fraskilt;2022K1;80
Ballerup;42 år;Gift/separeret;2022K1;330
Ballerup;42 år;Ugift;2022K1;157
Ballerup;43 år;Fraskilt;2022K1;94
Ballerup;43 år;Gift/separeret;2022K1;376
Ballerup;43 år;Ugift;2022K1;169
Ballerup;44 år;Fraskilt;2022K1;106
Ballerup;44 år;Gift/separeret;2022K1;333
Ballerup;44 år;Ugift;2022K1;170
Ballerup;45 år;Fraskilt;2022K1;114
Ballerup;45 år;Gift/separeret;2022K1;342
Ballerup;45 år;Ugift;2022K1;153
Ballerup;46 år;Fraskilt;2022K1;126
Ballerup;46 år;Gift/separeret;2022K1;410
Ballerup;46 år;Ugift;2022K1;191
Ballerup;47 år;Fraskilt;2022K1;123
Ballerup;47 år;Gift/separeret;2022K1;413
Ballerup;47 år;Ugift;2022K1;160
Ballerup;48 år;Fraskilt;2022K1;142
Ballerup;48 år;Gift/separeret;2022K1;360
Ballerup;48 år;Ugift;2022K1;156
Ballerup;49 år;Fraskilt;2022K1;118
Ballerup;49 år;Gift/separeret;2022K1;376
Ballerup;49 år;Ugift;2022K1;133
Ballerup;50 år;Fraskilt;2022K1;160
Ballerup;50 år;Gift/separeret;2022K1;423
Ballerup;50 år;Ugift;2022K1;157
Ballerup;51 år;Fraskilt;2022K1;158
Ballerup;51 år;Gift/separeret;2022K1;378
Ballerup;51 år;Ugift;2022K1;130
Ballerup;52 år;Fraskilt;2022K1;144
Ballerup;52 år;Gift/separeret;2022K1;349
Ballerup;52 år;Ugift;2022K1;133
Ballerup;53 år;Fraskilt;2022K1;123
Ballerup;53 år;Gift/separeret;2022K1;405
Ballerup;53 år;Ugift;2022K1;129
Ballerup;54 år;Fraskilt;2022K1;150
Ballerup;54 år;Gift/separeret;2022K1;419
Ballerup;54 år;Ugift;2022K1;143
Ballerup;55 år;Fraskilt;2022K1;175
Ballerup;55 år;Gift/separeret;2022K1;446
Ballerup;55 år;Ugift;2022K1;168
Ballerup;56 år;Fraskilt;2022K1;183
Ballerup;56 år;Gift/separeret;2022K1;456
Ballerup;56 år;Ugift;2022K1;136
Ballerup;57 år;Fraskilt;2022K1;155
Ballerup;57 år;Gift/separeret;2022K1;408
Ballerup;57 år;Ugift;2022K1;137
Ballerup;58 år;Fraskilt;2022K1;145
Ballerup;58 år;Gift/separeret;2022K1;425
Ballerup;58 år;Ugift;2022K1;133
Ballerup;59 år;Fraskilt;2022K1;139
Ballerup;59 år;Gift/separeret;2022K1;385
Ballerup;59 år;Ugift;2022K1;119
Ballerup;60 år;Fraskilt;2022K1;129
Ballerup;60 år;Gift/separeret;2022K1;362
Ballerup;60 år;Ugift;2022K1;112
Ballerup;61 år;Fraskilt;2022K1;111
Ballerup;61 år;Gift/separeret;2022K1;342
Ballerup;61 år;Ugift;2022K1;81
Ballerup;62 år;Fraskilt;2022K1;115
Ballerup;62 år;Gift/separeret;2022K1;355
Ballerup;62 år;Ugift;2022K1;97
Ballerup;63 år;Fraskilt;2022K1;116
Ballerup;63 år;Gift/separeret;2022K1;330
Ballerup;63 år;Ugift;2022K1;83
Ballerup;64 år;Fraskilt;2022K1;93
Ballerup;64 år;Gift/separeret;2022K1;306
Ballerup;64 år;Ugift;2022K1;77
Ballerup;65 år;Fraskilt;2022K1;98
Ballerup;65 år;Gift/separeret;2022K1;293
Ballerup;65 år;Ugift;2022K1;49
Ballerup;66 år;Fraskilt;2022K1;88
Ballerup;66 år;Gift/separeret;2022K1;290
Ballerup;66 år;Ugift;2022K1;59
Ballerup;67 år;Fraskilt;2022K1;79
Ballerup;67 år;Gift/separeret;2022K1;304
Ballerup;67 år;Ugift;2022K1;50
Ballerup;68 år;Fraskilt;2022K1;74
Ballerup;68 år;Gift/separeret;2022K1;258
Ballerup;68 år;Ugift;2022K1;50
Ballerup;69 år;Fraskilt;2022K1;88
Ballerup;69 år;Gift/separeret;2022K1;273
Ballerup;69 år;Ugift;2022K1;40
Ballerup;70 år;Fraskilt;2022K1;84
Ballerup;70 år;Gift/separeret;2022K1;238
Ballerup;70 år;Ugift;2022K1;35
Ballerup;71 år;Fraskilt;2022K1;76
Ballerup;71 år;Gift/separeret;2022K1;290
Ballerup;71 år;Ugift;2022K1;32
Ballerup;72 år;Fraskilt;2022K1;90
Ballerup;72 år;Gift/separeret;2022K1;256
Ballerup;72 år;Ugift;2022K1;36
Ballerup;73 år;Fraskilt;2022K1;86
Ballerup;73 år;Gift/separeret;2022K1;284
Ballerup;73 år;Ugift;2022K1;18
Ballerup;74 år;Fraskilt;2022K1;85
Ballerup;74 år;Gift/separeret;2022K1;290
Ballerup;74 år;Ugift;2022K1;25
Ballerup;75 år;Fraskilt;2022K1;84
Ballerup;75 år;Gift/separeret;2022K1;320
Ballerup;75 år;Ugift;2022K1;22
Ballerup;76 år;Fraskilt;2022K1;76
Ballerup;76 år;Gift/separeret;2022K1;289
Ballerup;76 år;Ugift;2022K1;15
Ballerup;77 år;Fraskilt;2022K1;74
Ballerup;77 år;Gift/separeret;2022K1;272
Ballerup;77 år;Ugift;2022K1;21
Ballerup;78 år;Fraskilt;2022K1;64
Ballerup;78 år;Gift/separeret;2022K1;267
Ballerup;78 år;Ugift;2022K1;19
Ballerup;79 år;Fraskilt;2022K1;70
Ballerup;79 år;Gift/separeret;2022K1;232
Ballerup;79 år;Ugift;2022K1;11
Ballerup;80 år;Fraskilt;2022K1;59
Ballerup;80 år;Gift/separeret;2022K1;208
Ballerup;80 år;Ugift;2022K1;9
Ballerup;81 år;Fraskilt;2022K1;63
Ballerup;81 år;Gift/separeret;2022K1;212
Ballerup;81 år;Ugift;2022K1;8
Ballerup;82 år;Fraskilt;2022K1;40
Ballerup;82 år;Gift/separeret;2022K1;151
Ballerup;82 år;Ugift;2022K1;10
Ballerup;83 år;Fraskilt;2022K1;33
Ballerup;83 år;Gift/separeret;2022K1;186
Ballerup;83 år;Ugift;2022K1;7
Ballerup;84 år;Fraskilt;2022K1;38
Ballerup;84 år;Gift/separeret;2022K1;125
Ballerup;84 år;Ugift;2022K1;4
Ballerup;85 år;Fraskilt;2022K1;33
Ballerup;85 år;Gift/separeret;2022K1;115
Ballerup;85 år;Ugift;2022K1;8
Ballerup;86 år;Fraskilt;2022K1;35
Ballerup;86 år;Gift/separeret;2022K1;95
Ballerup;86 år;Ugift;2022K1;1
Ballerup;87 år;Fraskilt;2022K1;18
Ballerup;87 år;Gift/separeret;2022K1;67
Ballerup;87 år;Ugift;2022K1;5
Ballerup;88 år;Fraskilt;2022K1;12
Ballerup;88 år;Gift/separeret;2022K1;47
Ballerup;88 år;Ugift;2022K1;1
Ballerup;89 år;Fraskilt;2022K1;10
Ballerup;89 år;Gift/separeret;2022K1;32
Ballerup;89 år;Ugift;2022K1;4
Ballerup;90 år;Fraskilt;2022K1;12
Ballerup;90 år;Gift/separeret;2022K1;25
Ballerup;90 år;Ugift;2022K1;3
Ballerup;91 år;Fraskilt;2022K1;10
Ballerup;91 år;Gift/separeret;2022K1;14
Ballerup;91 år;Ugift;2022K1;1
Ballerup;92 år;Fraskilt;2022K1;1
Ballerup;92 år;Gift/separeret;2022K1;7
Ballerup;92 år;Ugift;2022K1;0
Ballerup;93 år;Fraskilt;2022K1;2
Ballerup;93 år;Gift/separeret;2022K1;6
Ballerup;93 år;Ugift;2022K1;2
Ballerup;94 år;Fraskilt;2022K1;2
Ballerup;94 år;Gift/separeret;2022K1;3
Ballerup;94 år;Ugift;2022K1;1
Ballerup;95 år;Fraskilt;2022K1;0
Ballerup;95 år;Gift/separeret;2022K1;0
Ballerup;95 år;Ugift;2022K1;2
Ballerup;96 år;Fraskilt;2022K1;1
Ballerup;96 år;Gift/separeret;2022K1;1
Ballerup;96 år;Ugift;2022K1;0
Ballerup;97 år;Fraskilt;2022K1;1
Ballerup;97 år;Gift/separeret;2022K1;0
Ballerup;97 år;Ugift;2022K1;0
Ballerup;98 år;Fraskilt;2022K1;0
Ballerup;98 år;Gift/separeret;2022K1;0
Ballerup;98 år;Ugift;2022K1;0
Ballerup;99 år;Fraskilt;2022K1;0
Ballerup;99 år;Gift/separeret;2022K1;0
Ballerup;99 år;Ugift;2022K1;0
Ballerup;100 år;Fraskilt;2022K1;0
Ballerup;100 år;Gift/separeret;2022K1;0
Ballerup;100 år;Ugift;2022K1;0
Ballerup;101 år;Fraskilt;2022K1;0
Ballerup;101 år;Gift/separeret;2022K1;0
Ballerup;101 år;Ugift;2022K1;0
Ballerup;102 år;Fraskilt;2022K1;0
Ballerup;102 år;Gift/separeret;2022K1;0
Ballerup;102 år;Ugift;2022K1;0
Ballerup;103 år;Fraskilt;2022K1;0
Ballerup;103 år;Gift/separeret;2022K1;0
Ballerup;103 år;Ugift;2022K1;0
Ballerup;104 år;Fraskilt;2022K1;0
Ballerup;104 år;Gift/separeret;2022K1;0
Ballerup;104 år;Ugift;2022K1;0
Ballerup;105 år;Fraskilt;2022K1;0
Ballerup;105 år;Gift/separeret;2022K1;0
Ballerup;105 år;Ugift;2022K1;0
Ballerup;106 år;Fraskilt;2022K1;0
Ballerup;106 år;Gift/separeret;2022K1;0
Ballerup;106 år;Ugift;2022K1;0
Ballerup;107 år;Fraskilt;2022K1;0
Ballerup;107 år;Gift/separeret;2022K1;0
Ballerup;107 år;Ugift;2022K1;0
Ballerup;108 år;Fraskilt;2022K1;0
Ballerup;108 år;Gift/separeret;2022K1;0
Ballerup;108 år;Ugift;2022K1;0
Ballerup;109 år;Fraskilt;2022K1;0
Ballerup;109 år;Gift/separeret;2022K1;0
Ballerup;109 år;Ugift;2022K1;0
Ballerup;110 år;Fraskilt;2022K1;0
Ballerup;110 år;Gift/separeret;2022K1;0
Ballerup;110 år;Ugift;2022K1;0
Ballerup;111 år;Fraskilt;2022K1;0
Ballerup;111 år;Gift/separeret;2022K1;0
Ballerup;111 år;Ugift;2022K1;0
Ballerup;112 år;Fraskilt;2022K1;0
Ballerup;112 år;Gift/separeret;2022K1;0
Ballerup;112 år;Ugift;2022K1;0
Ballerup;113 år;Fraskilt;2022K1;0
Ballerup;113 år;Gift/separeret;2022K1;0
Ballerup;113 år;Ugift;2022K1;0
Ballerup;114 år;Fraskilt;2022K1;0
Ballerup;114 år;Gift/separeret;2022K1;0
Ballerup;114 år;Ugift;2022K1;0
Ballerup;115 år;Fraskilt;2022K1;0
Ballerup;115 år;Gift/separeret;2022K1;0
Ballerup;115 år;Ugift;2022K1;0
Ballerup;116 år;Fraskilt;2022K1;0
Ballerup;116 år;Gift/separeret;2022K1;0
Ballerup;116 år;Ugift;2022K1;0
Ballerup;117 år;Fraskilt;2022K1;0
Ballerup;117 år;Gift/separeret;2022K1;0
Ballerup;117 år;Ugift;2022K1;0
Ballerup;118 år;Fraskilt;2022K1;0
Ballerup;118 år;Gift/separeret;2022K1;0
Ballerup;118 år;Ugift;2022K1;0
Ballerup;119 år;Fraskilt;2022K1;0
Ballerup;119 år;Gift/separeret;2022K1;0
Ballerup;119 år;Ugift;2022K1;0
Ballerup;120 år;Fraskilt;2022K1;0
Ballerup;120 år;Gift/separeret;2022K1;0
Ballerup;120 år;Ugift;2022K1;0
Ballerup;121 år;Fraskilt;2022K1;0
Ballerup;121 år;Gift/separeret;2022K1;0
Ballerup;121 år;Ugift;2022K1;0
Ballerup;122 år;Fraskilt;2022K1;0
Ballerup;122 år;Gift/separeret;2022K1;0
Ballerup;122 år;Ugift;2022K1;0
Ballerup;123 år;Fraskilt;2022K1;0
Ballerup;123 år;Gift/separeret;2022K1;0
Ballerup;123 år;Ugift;2022K1;0
Ballerup;124 år;Fraskilt;2022K1;0
Ballerup;124 år;Gift/separeret;2022K1;0
Ballerup;124 år;Ugift;2022K1;0
Ballerup;125 år;Fraskilt;2022K1;0
Ballerup;125 år;Gift/separeret;2022K1;0
Ballerup;125 år;Ugift;2022K1;0
Brøndby;I alt;Fraskilt;2022K1;3767
Brøndby;I alt;Gift/separeret;2022K1;13202
Brøndby;I alt;Ugift;2022K1;16811
Brøndby;0 år;Fraskilt;2022K1;0
Brøndby;0 år;Gift/separeret;2022K1;0
Brøndby;0 år;Ugift;2022K1;420
Brøndby;1 år;Fraskilt;2022K1;0
Brøndby;1 år;Gift/separeret;2022K1;0
Brøndby;1 år;Ugift;2022K1;420
Brøndby;2 år;Fraskilt;2022K1;0
Brøndby;2 år;Gift/separeret;2022K1;0
Brøndby;2 år;Ugift;2022K1;423
Brøndby;3 år;Fraskilt;2022K1;0
Brøndby;3 år;Gift/separeret;2022K1;0
Brøndby;3 år;Ugift;2022K1;419
Brøndby;4 år;Fraskilt;2022K1;0
Brøndby;4 år;Gift/separeret;2022K1;0
Brøndby;4 år;Ugift;2022K1;407
Brøndby;5 år;Fraskilt;2022K1;0
Brøndby;5 år;Gift/separeret;2022K1;0
Brøndby;5 år;Ugift;2022K1;422
Brøndby;6 år;Fraskilt;2022K1;0
Brøndby;6 år;Gift/separeret;2022K1;0
Brøndby;6 år;Ugift;2022K1;409
Brøndby;7 år;Fraskilt;2022K1;0
Brøndby;7 år;Gift/separeret;2022K1;0
Brøndby;7 år;Ugift;2022K1;393
Brøndby;8 år;Fraskilt;2022K1;0
Brøndby;8 år;Gift/separeret;2022K1;0
Brøndby;8 år;Ugift;2022K1;418
Brøndby;9 år;Fraskilt;2022K1;0
Brøndby;9 år;Gift/separeret;2022K1;0
Brøndby;9 år;Ugift;2022K1;408
Brøndby;10 år;Fraskilt;2022K1;0
Brøndby;10 år;Gift/separeret;2022K1;0
Brøndby;10 år;Ugift;2022K1;395
Brøndby;11 år;Fraskilt;2022K1;0
Brøndby;11 år;Gift/separeret;2022K1;0
Brøndby;11 år;Ugift;2022K1;410
Brøndby;12 år;Fraskilt;2022K1;0
Brøndby;12 år;Gift/separeret;2022K1;0
Brøndby;12 år;Ugift;2022K1;401
Brøndby;13 år;Fraskilt;2022K1;0
Brøndby;13 år;Gift/separeret;2022K1;0
Brøndby;13 år;Ugift;2022K1;421
Brøndby;14 år;Fraskilt;2022K1;0
Brøndby;14 år;Gift/separeret;2022K1;0
Brøndby;14 år;Ugift;2022K1;419
Brøndby;15 år;Fraskilt;2022K1;0
Brøndby;15 år;Gift/separeret;2022K1;0
Brøndby;15 år;Ugift;2022K1;427
Brøndby;16 år;Fraskilt;2022K1;0
Brøndby;16 år;Gift/separeret;2022K1;0
Brøndby;16 år;Ugift;2022K1;397
Brøndby;17 år;Fraskilt;2022K1;0
Brøndby;17 år;Gift/separeret;2022K1;0
Brøndby;17 år;Ugift;2022K1;405
Brøndby;18 år;Fraskilt;2022K1;0
Brøndby;18 år;Gift/separeret;2022K1;0
Brøndby;18 år;Ugift;2022K1;404
Brøndby;19 år;Fraskilt;2022K1;0
Brøndby;19 år;Gift/separeret;2022K1;1
Brøndby;19 år;Ugift;2022K1;388
Brøndby;20 år;Fraskilt;2022K1;0
Brøndby;20 år;Gift/separeret;2022K1;3
Brøndby;20 år;Ugift;2022K1;403
Brøndby;21 år;Fraskilt;2022K1;0
Brøndby;21 år;Gift/separeret;2022K1;5
Brøndby;21 år;Ugift;2022K1;377
Brøndby;22 år;Fraskilt;2022K1;2
Brøndby;22 år;Gift/separeret;2022K1;14
Brøndby;22 år;Ugift;2022K1;401
Brøndby;23 år;Fraskilt;2022K1;1
Brøndby;23 år;Gift/separeret;2022K1;18
Brøndby;23 år;Ugift;2022K1;345
Brøndby;24 år;Fraskilt;2022K1;0
Brøndby;24 år;Gift/separeret;2022K1;53
Brøndby;24 år;Ugift;2022K1;359
Brøndby;25 år;Fraskilt;2022K1;8
Brøndby;25 år;Gift/separeret;2022K1;56
Brøndby;25 år;Ugift;2022K1;378
Brøndby;26 år;Fraskilt;2022K1;12
Brøndby;26 år;Gift/separeret;2022K1;76
Brøndby;26 år;Ugift;2022K1;341
Brøndby;27 år;Fraskilt;2022K1;8
Brøndby;27 år;Gift/separeret;2022K1;104
Brøndby;27 år;Ugift;2022K1;367
Brøndby;28 år;Fraskilt;2022K1;10
Brøndby;28 år;Gift/separeret;2022K1;117
Brøndby;28 år;Ugift;2022K1;330
Brøndby;29 år;Fraskilt;2022K1;10
Brøndby;29 år;Gift/separeret;2022K1;141
Brøndby;29 år;Ugift;2022K1;351
Brøndby;30 år;Fraskilt;2022K1;29
Brøndby;30 år;Gift/separeret;2022K1;157
Brøndby;30 år;Ugift;2022K1;281
Brøndby;31 år;Fraskilt;2022K1;20
Brøndby;31 år;Gift/separeret;2022K1;165
Brøndby;31 år;Ugift;2022K1;284
Brøndby;32 år;Fraskilt;2022K1;19
Brøndby;32 år;Gift/separeret;2022K1;207
Brøndby;32 år;Ugift;2022K1;263
Brøndby;33 år;Fraskilt;2022K1;32
Brøndby;33 år;Gift/separeret;2022K1;231
Brøndby;33 år;Ugift;2022K1;223
Brøndby;34 år;Fraskilt;2022K1;34
Brøndby;34 år;Gift/separeret;2022K1;255
Brøndby;34 år;Ugift;2022K1;201
Brøndby;35 år;Fraskilt;2022K1;39
Brøndby;35 år;Gift/separeret;2022K1;241
Brøndby;35 år;Ugift;2022K1;207
Brøndby;36 år;Fraskilt;2022K1;40
Brøndby;36 år;Gift/separeret;2022K1;226
Brøndby;36 år;Ugift;2022K1;202
Brøndby;37 år;Fraskilt;2022K1;51
Brøndby;37 år;Gift/separeret;2022K1;227
Brøndby;37 år;Ugift;2022K1;184
Brøndby;38 år;Fraskilt;2022K1;52
Brøndby;38 år;Gift/separeret;2022K1;235
Brøndby;38 år;Ugift;2022K1;150
Brøndby;39 år;Fraskilt;2022K1;57
Brøndby;39 år;Gift/separeret;2022K1;257
Brøndby;39 år;Ugift;2022K1;141
Brøndby;40 år;Fraskilt;2022K1;47
Brøndby;40 år;Gift/separeret;2022K1;269
Brøndby;40 år;Ugift;2022K1;127
Brøndby;41 år;Fraskilt;2022K1;54
Brøndby;41 år;Gift/separeret;2022K1;275
Brøndby;41 år;Ugift;2022K1;149
Brøndby;42 år;Fraskilt;2022K1;64
Brøndby;42 år;Gift/separeret;2022K1;235
Brøndby;42 år;Ugift;2022K1;128
Brøndby;43 år;Fraskilt;2022K1;63
Brøndby;43 år;Gift/separeret;2022K1;292
Brøndby;43 år;Ugift;2022K1;142
Brøndby;44 år;Fraskilt;2022K1;75
Brøndby;44 år;Gift/separeret;2022K1;239
Brøndby;44 år;Ugift;2022K1;121
Brøndby;45 år;Fraskilt;2022K1;83
Brøndby;45 år;Gift/separeret;2022K1;269
Brøndby;45 år;Ugift;2022K1;101
Brøndby;46 år;Fraskilt;2022K1;84
Brøndby;46 år;Gift/separeret;2022K1;286
Brøndby;46 år;Ugift;2022K1;108
Brøndby;47 år;Fraskilt;2022K1;98
Brøndby;47 år;Gift/separeret;2022K1;259
Brøndby;47 år;Ugift;2022K1;101
Brøndby;48 år;Fraskilt;2022K1;91
Brøndby;48 år;Gift/separeret;2022K1;254
Brøndby;48 år;Ugift;2022K1;90
Brøndby;49 år;Fraskilt;2022K1;99
Brøndby;49 år;Gift/separeret;2022K1;261
Brøndby;49 år;Ugift;2022K1;110
Brøndby;50 år;Fraskilt;2022K1;89
Brøndby;50 år;Gift/separeret;2022K1;234
Brøndby;50 år;Ugift;2022K1;103
Brøndby;51 år;Fraskilt;2022K1;100
Brøndby;51 år;Gift/separeret;2022K1;235
Brøndby;51 år;Ugift;2022K1;88
Brøndby;52 år;Fraskilt;2022K1;101
Brøndby;52 år;Gift/separeret;2022K1;269
Brøndby;52 år;Ugift;2022K1;91
Brøndby;53 år;Fraskilt;2022K1;96
Brøndby;53 år;Gift/separeret;2022K1;274
Brøndby;53 år;Ugift;2022K1;87
Brøndby;54 år;Fraskilt;2022K1;100
Brøndby;54 år;Gift/separeret;2022K1;271
Brøndby;54 år;Ugift;2022K1;107
Brøndby;55 år;Fraskilt;2022K1;93
Brøndby;55 år;Gift/separeret;2022K1;300
Brøndby;55 år;Ugift;2022K1;100
Brøndby;56 år;Fraskilt;2022K1;104
Brøndby;56 år;Gift/separeret;2022K1;303
Brøndby;56 år;Ugift;2022K1;99
Brøndby;57 år;Fraskilt;2022K1;92
Brøndby;57 år;Gift/separeret;2022K1;266
Brøndby;57 år;Ugift;2022K1;97
Brøndby;58 år;Fraskilt;2022K1;106
Brøndby;58 år;Gift/separeret;2022K1;288
Brøndby;58 år;Ugift;2022K1;87
Brøndby;59 år;Fraskilt;2022K1;102
Brøndby;59 år;Gift/separeret;2022K1;288
Brøndby;59 år;Ugift;2022K1;73
Brøndby;60 år;Fraskilt;2022K1;100
Brøndby;60 år;Gift/separeret;2022K1;311
Brøndby;60 år;Ugift;2022K1;69
Brøndby;61 år;Fraskilt;2022K1;98
Brøndby;61 år;Gift/separeret;2022K1;275
Brøndby;61 år;Ugift;2022K1;68
Brøndby;62 år;Fraskilt;2022K1;74
Brøndby;62 år;Gift/separeret;2022K1;263
Brøndby;62 år;Ugift;2022K1;64
Brøndby;63 år;Fraskilt;2022K1;89
Brøndby;63 år;Gift/separeret;2022K1;236
Brøndby;63 år;Ugift;2022K1;48
Brøndby;64 år;Fraskilt;2022K1;79
Brøndby;64 år;Gift/separeret;2022K1;268
Brøndby;64 år;Ugift;2022K1;65
Brøndby;65 år;Fraskilt;2022K1;77
Brøndby;65 år;Gift/separeret;2022K1;294
Brøndby;65 år;Ugift;2022K1;58
Brøndby;66 år;Fraskilt;2022K1;75
Brøndby;66 år;Gift/separeret;2022K1;233
Brøndby;66 år;Ugift;2022K1;45
Brøndby;67 år;Fraskilt;2022K1;66
Brøndby;67 år;Gift/separeret;2022K1;230
Brøndby;67 år;Ugift;2022K1;37
Brøndby;68 år;Fraskilt;2022K1;82
Brøndby;68 år;Gift/separeret;2022K1;219
Brøndby;68 år;Ugift;2022K1;33
Brøndby;69 år;Fraskilt;2022K1;59
Brøndby;69 år;Gift/separeret;2022K1;216
Brøndby;69 år;Ugift;2022K1;28
Brøndby;70 år;Fraskilt;2022K1;73
Brøndby;70 år;Gift/separeret;2022K1;210
Brøndby;70 år;Ugift;2022K1;24
Brøndby;71 år;Fraskilt;2022K1;65
Brøndby;71 år;Gift/separeret;2022K1;217
Brøndby;71 år;Ugift;2022K1;19
Brøndby;72 år;Fraskilt;2022K1;64
Brøndby;72 år;Gift/separeret;2022K1;184
Brøndby;72 år;Ugift;2022K1;19
Brøndby;73 år;Fraskilt;2022K1;69
