OMRÅDE;CIVILSTAND;TID;INDHOLD
Hele landet;I alt;2008K1;5475791
Hele landet;I alt;2008K2;5482266
Hele landet;I alt;2008K3;5489022
Hele landet;I alt;2008K4;5505995
Hele landet;I alt;2009K1;5511451
Hele landet;I alt;2009K2;5515287
Hele landet;I alt;2009K3;5519441
Hele landet;I alt;2009K4;5532531
Hele landet;I alt;2010K1;5534738
Hele landet;I alt;2010K2;5540241
Hele landet;I alt;2010K3;5543819
Hele landet;I alt;2010K4;5557709
Hele landet;I alt;2011K1;5560628
Hele landet;I alt;2011K2;5564219
Hele landet;I alt;2011K3;5566856
Hele landet;I alt;2011K4;5579204
Hele landet;I alt;2012K1;5580516
Hele landet;I alt;2012K2;5584758
Hele landet;I alt;2012K3;5587085
Hele landet;I alt;2012K4;5599665
Hele landet;I alt;2013K1;5602628
Hele landet;I alt;2013K2;5605836
Hele landet;I alt;2013K3;5608784
Hele landet;I alt;2013K4;5623501
Hele landet;I alt;2014K1;5627235
Hele landet;I alt;2014K2;5634437
Hele landet;I alt;2014K3;5639719
Hele landet;I alt;2014K4;5655750
Hele landet;I alt;2015K1;5659715
Hele landet;I alt;2015K2;5668743
Hele landet;I alt;2015K3;5678348
Hele landet;I alt;2015K4;5699220
Hele landet;I alt;2016K1;5707251
Hele landet;I alt;2016K2;5717014
Hele landet;I alt;2016K3;5724456
Hele landet;I alt;2016K4;5745526
Hele landet;I alt;2017K1;5748769
Hele landet;I alt;2017K2;5756170
Hele landet;I alt;2017K3;5760694
Hele landet;I alt;2017K4;5778570
Hele landet;I alt;2018K1;5781190
Hele landet;I alt;2018K2;5785864
Hele landet;I alt;2018K3;5789957
Hele landet;I alt;2018K4;5806015
Hele landet;I alt;2019K1;5806081
Hele landet;I alt;2019K2;5811413
Hele landet;I alt;2019K3;5814461
Hele landet;I alt;2019K4;5827463
Hele landet;I alt;2020K1;5822763
Hele landet;I alt;2020K2;5824857
Hele landet;I alt;2020K3;5825337
Hele landet;I alt;2020K4;5837213
Hele landet;I alt;2021K1;5840045
Hele landet;I alt;2021K2;5843347
Hele landet;I alt;2021K3;5850189
Hele landet;I alt;2021K4;5867412
Hele landet;I alt;2022K1;5873420
Hele landet;Ugift;2008K1;2552700
Hele landet;Ugift;2008K2;2563134
Hele landet;Ugift;2008K3;2564705
Hele landet;Ugift;2008K4;2568255
Hele landet;Ugift;2009K1;2575185
Hele landet;Ugift;2009K2;2584993
Hele landet;Ugift;2009K3;2584560
Hele landet;Ugift;2009K4;2588198
Hele landet;Ugift;2010K1;2593172
Hele landet;Ugift;2010K2;2604129
Hele landet;Ugift;2010K3;2604479
Hele landet;Ugift;2010K4;2610799
Hele landet;Ugift;2011K1;2616048
Hele landet;Ugift;2011K2;2626084
Hele landet;Ugift;2011K3;2627295
Hele landet;Ugift;2011K4;2634540
Hele landet;Ugift;2012K1;2639530
Hele landet;Ugift;2012K2;2649701
Hele landet;Ugift;2012K3;2650422
Hele landet;Ugift;2012K4;2657677
Hele landet;Ugift;2013K1;2662659
Hele landet;Ugift;2013K2;2673091
Hele landet;Ugift;2013K3;2675409
Hele landet;Ugift;2013K4;2681019
Hele landet;Ugift;2014K1;2687098
Hele landet;Ugift;2014K2;2698124
Hele landet;Ugift;2014K3;2700182
Hele landet;Ugift;2014K4;2709113
Hele landet;Ugift;2015K1;2714540
Hele landet;Ugift;2015K2;2727425
Hele landet;Ugift;2015K3;2732381
Hele landet;Ugift;2015K4;2744254
Hele landet;Ugift;2016K1;2753160
Hele landet;Ugift;2016K2;2766337
Hele landet;Ugift;2016K3;2769775
Hele landet;Ugift;2016K4;2780475
Hele landet;Ugift;2017K1;2785800
Hele landet;Ugift;2017K2;2797744
Hele landet;Ugift;2017K3;2798842
Hele landet;Ugift;2017K4;2806141
Hele landet;Ugift;2018K1;2811181
Hele landet;Ugift;2018K2;2821044
Hele landet;Ugift;2018K3;2821394
Hele landet;Ugift;2018K4;2827695
Hele landet;Ugift;2019K1;2830166
Hele landet;Ugift;2019K2;2840546
Hele landet;Ugift;2019K3;2840316
Hele landet;Ugift;2019K4;2845453
Hele landet;Ugift;2020K1;2844060
Hele landet;Ugift;2020K2;2851131
Hele landet;Ugift;2020K3;2854659
Hele landet;Ugift;2020K4;2859116
Hele landet;Ugift;2021K1;2861497
Hele landet;Ugift;2021K2;2870485
Hele landet;Ugift;2021K3;2876672
Hele landet;Ugift;2021K4;2886458
Hele landet;Ugift;2022K1;2895240
Hele landet;Gift/separeret;2008K1;2176977
Hele landet;Gift/separeret;2008K2;2171174
Hele landet;Gift/separeret;2008K3;2176196
Hele landet;Gift/separeret;2008K4;2191033
Hele landet;Gift/separeret;2009K1;2188259
Hele landet;Gift/separeret;2009K2;2180280
Hele landet;Gift/separeret;2009K3;2183708
Hele landet;Gift/separeret;2009K4;2193779
Hele landet;Gift/separeret;2010K1;2189368
Hele landet;Gift/separeret;2010K2;2181819
Hele landet;Gift/separeret;2010K3;2184152
Hele landet;Gift/separeret;2010K4;2191517
Hele landet;Gift/separeret;2011K1;2187702
Hele landet;Gift/separeret;2011K2;2177947
Hele landet;Gift/separeret;2011K3;2178670
Hele landet;Gift/separeret;2011K4;2183712
Hele landet;Gift/separeret;2012K1;2178131
Hele landet;Gift/separeret;2012K2;2168562
Hele landet;Gift/separeret;2012K3;2168353
Hele landet;Gift/separeret;2012K4;2173196
Hele landet;Gift/separeret;2013K1;2169369
Hele landet;Gift/separeret;2013K2;2158728
Hele landet;Gift/separeret;2013K3;2156743
Hele landet;Gift/separeret;2013K4;2165925
Hele landet;Gift/separeret;2014K1;2154621
Hele landet;Gift/separeret;2014K2;2144763
Hele landet;Gift/separeret;2014K3;2144241
Hele landet;Gift/separeret;2014K4;2148451
Hele landet;Gift/separeret;2015K1;2143625
Hele landet;Gift/separeret;2015K2;2138481
Hele landet;Gift/separeret;2015K3;2140400
Hele landet;Gift/separeret;2015K4;2146756
Hele landet;Gift/separeret;2016K1;2142540
Hele landet;Gift/separeret;2016K2;2135923
Hele landet;Gift/separeret;2016K3;2135953
Hele landet;Gift/separeret;2016K4;2145540
Hele landet;Gift/separeret;2017K1;2140830
Hele landet;Gift/separeret;2017K2;2132454
Hele landet;Gift/separeret;2017K3;2135608
Hele landet;Gift/separeret;2017K4;2145883
Hele landet;Gift/separeret;2018K1;2141429
Hele landet;Gift/separeret;2018K2;2133673
Hele landet;Gift/separeret;2018K3;2136954
Hele landet;Gift/separeret;2018K4;2146813
Hele landet;Gift/separeret;2019K1;2141704
Hele landet;Gift/separeret;2019K2;2136452
Hele landet;Gift/separeret;2019K3;2140880
Hele landet;Gift/separeret;2019K4;2149938
Hele landet;Gift/separeret;2020K1;2146017
Hele landet;Gift/separeret;2020K2;2137608
Hele landet;Gift/separeret;2020K3;2132092
Hele landet;Gift/separeret;2020K4;2138124
Hele landet;Gift/separeret;2021K1;2136102
Hele landet;Gift/separeret;2021K2;2127486
Hele landet;Gift/separeret;2021K3;2128338
Hele landet;Gift/separeret;2021K4;2135786
Hele landet;Gift/separeret;2022K1;2131016
Hele landet;Enke/enkemand;2008K1;317250
Hele landet;Enke/enkemand;2008K2;316408
Hele landet;Enke/enkemand;2008K3;315408
Hele landet;Enke/enkemand;2008K4;314551
Hele landet;Enke/enkemand;2009K1;313774
Hele landet;Enke/enkemand;2009K2;312548
Hele landet;Enke/enkemand;2009K3;311795
Hele landet;Enke/enkemand;2009K4;311126
Hele landet;Enke/enkemand;2010K1;310285
Hele landet;Enke/enkemand;2010K2;309528
Hele landet;Enke/enkemand;2010K3;308855
Hele landet;Enke/enkemand;2010K4;308135
Hele landet;Enke/enkemand;2011K1;307269
Hele landet;Enke/enkemand;2011K2;306548
Hele landet;Enke/enkemand;2011K3;305786
Hele landet;Enke/enkemand;2011K4;305106
Hele landet;Enke/enkemand;2012K1;304425
Hele landet;Enke/enkemand;2012K2;303757
Hele landet;Enke/enkemand;2012K3;303100
Hele landet;Enke/enkemand;2012K4;302436
Hele landet;Enke/enkemand;2013K1;301709
Hele landet;Enke/enkemand;2013K2;300725
Hele landet;Enke/enkemand;2013K3;300125
Hele landet;Enke/enkemand;2013K4;299501
Hele landet;Enke/enkemand;2014K1;299180
Hele landet;Enke/enkemand;2014K2;298641
Hele landet;Enke/enkemand;2014K3;298227
Hele landet;Enke/enkemand;2014K4;297391
Hele landet;Enke/enkemand;2015K1;297045
Hele landet;Enke/enkemand;2015K2;296216
Hele landet;Enke/enkemand;2015K3;295645
Hele landet;Enke/enkemand;2015K4;295150
Hele landet;Enke/enkemand;2016K1;294687
Hele landet;Enke/enkemand;2016K2;293979
Hele landet;Enke/enkemand;2016K3;293548
Hele landet;Enke/enkemand;2016K4;293171
Hele landet;Enke/enkemand;2017K1;292682
Hele landet;Enke/enkemand;2017K2;292067
Hele landet;Enke/enkemand;2017K3;291588
Hele landet;Enke/enkemand;2017K4;291174
Hele landet;Enke/enkemand;2018K1;290746
Hele landet;Enke/enkemand;2018K2;290137
Hele landet;Enke/enkemand;2018K3;289610
Hele landet;Enke/enkemand;2018K4;289227
Hele landet;Enke/enkemand;2019K1;289126
Hele landet;Enke/enkemand;2019K2;288818
Hele landet;Enke/enkemand;2019K3;288534
Hele landet;Enke/enkemand;2019K4;288226
Hele landet;Enke/enkemand;2020K1;288098
Hele landet;Enke/enkemand;2020K2;287889
Hele landet;Enke/enkemand;2020K3;287871
Hele landet;Enke/enkemand;2020K4;287554
Hele landet;Enke/enkemand;2021K1;287344
Hele landet;Enke/enkemand;2021K2;287300
Hele landet;Enke/enkemand;2021K3;287162
Hele landet;Enke/enkemand;2021K4;286902
Hele landet;Enke/enkemand;2022K1;286553
Hele landet;Fraskilt;2008K1;428864
Hele landet;Fraskilt;2008K2;431550
Hele landet;Fraskilt;2008K3;432713
Hele landet;Fraskilt;2008K4;432156
Hele landet;Fraskilt;2009K1;434233
Hele landet;Fraskilt;2009K2;437466
Hele landet;Fraskilt;2009K3;439378
Hele landet;Fraskilt;2009K4;439428
Hele landet;Fraskilt;2010K1;441913
Hele landet;Fraskilt;2010K2;444765
Hele landet;Fraskilt;2010K3;446333
Hele landet;Fraskilt;2010K4;447258
Hele landet;Fraskilt;2011K1;449609
Hele landet;Fraskilt;2011K2;453640
Hele landet;Fraskilt;2011K3;455105
Hele landet;Fraskilt;2011K4;455846
Hele landet;Fraskilt;2012K1;458430
Hele landet;Fraskilt;2012K2;462738
Hele landet;Fraskilt;2012K3;465210
Hele landet;Fraskilt;2012K4;466356
Hele landet;Fraskilt;2013K1;468891
Hele landet;Fraskilt;2013K2;473292
Hele landet;Fraskilt;2013K3;476507
Hele landet;Fraskilt;2013K4;477056
Hele landet;Fraskilt;2014K1;486336
Hele landet;Fraskilt;2014K2;492909
Hele landet;Fraskilt;2014K3;497069
Hele landet;Fraskilt;2014K4;500795
Hele landet;Fraskilt;2015K1;504505
Hele landet;Fraskilt;2015K2;506621
Hele landet;Fraskilt;2015K3;509922
Hele landet;Fraskilt;2015K4;513060
Hele landet;Fraskilt;2016K1;516864
Hele landet;Fraskilt;2016K2;520775
Hele landet;Fraskilt;2016K3;525180
Hele landet;Fraskilt;2016K4;526340
Hele landet;Fraskilt;2017K1;529457
Hele landet;Fraskilt;2017K2;533905
Hele landet;Fraskilt;2017K3;534656
Hele landet;Fraskilt;2017K4;535372
Hele landet;Fraskilt;2018K1;537834
Hele landet;Fraskilt;2018K2;541010
Hele landet;Fraskilt;2018K3;541999
Hele landet;Fraskilt;2018K4;542280
Hele landet;Fraskilt;2019K1;545085
Hele landet;Fraskilt;2019K2;545597
Hele landet;Fraskilt;2019K3;544731
Hele landet;Fraskilt;2019K4;543846
Hele landet;Fraskilt;2020K1;544588
Hele landet;Fraskilt;2020K2;548229
Hele landet;Fraskilt;2020K3;550715
Hele landet;Fraskilt;2020K4;552419
Hele landet;Fraskilt;2021K1;555102
Hele landet;Fraskilt;2021K2;558076
Hele landet;Fraskilt;2021K3;558017
Hele landet;Fraskilt;2021K4;558266
Hele landet;Fraskilt;2022K1;560611
Region Hovedstaden;I alt;2008K1;1645825
Region Hovedstaden;I alt;2008K2;1648990
Region Hovedstaden;I alt;2008K3;1650985
Region Hovedstaden;I alt;2008K4;1660042
Region Hovedstaden;I alt;2009K1;1662285
Region Hovedstaden;I alt;2009K2;1665879
Region Hovedstaden;I alt;2009K3;1668564
Region Hovedstaden;I alt;2009K4;1678220
Region Hovedstaden;I alt;2010K1;1680271
Region Hovedstaden;I alt;2010K2;1684985
Region Hovedstaden;I alt;2010K3;1687071
Region Hovedstaden;I alt;2010K4;1697490
Region Hovedstaden;I alt;2011K1;1699387
Region Hovedstaden;I alt;2011K2;1702388
Region Hovedstaden;I alt;2011K3;1704043
Region Hovedstaden;I alt;2011K4;1713624
Region Hovedstaden;I alt;2012K1;1714589
Region Hovedstaden;I alt;2012K2;1718418
Region Hovedstaden;I alt;2012K3;1720152
Region Hovedstaden;I alt;2012K4;1729952
Region Hovedstaden;I alt;2013K1;1732068
Region Hovedstaden;I alt;2013K2;1735521
Region Hovedstaden;I alt;2013K3;1736889
Region Hovedstaden;I alt;2013K4;1747596
Region Hovedstaden;I alt;2014K1;1749405
Region Hovedstaden;I alt;2014K2;1753976
Region Hovedstaden;I alt;2014K3;1756068
Region Hovedstaden;I alt;2014K4;1766677
Region Hovedstaden;I alt;2015K1;1768125
Region Hovedstaden;I alt;2015K2;1772912
Region Hovedstaden;I alt;2015K3;1775479
Region Hovedstaden;I alt;2015K4;1786469
Region Hovedstaden;I alt;2016K1;1789174
Region Hovedstaden;I alt;2016K2;1793489
Region Hovedstaden;I alt;2016K3;1795211
Region Hovedstaden;I alt;2016K4;1806249
Region Hovedstaden;I alt;2017K1;1807404
Region Hovedstaden;I alt;2017K2;1811809
Region Hovedstaden;I alt;2017K3;1812168
Region Hovedstaden;I alt;2017K4;1821577
Region Hovedstaden;I alt;2018K1;1822659
Region Hovedstaden;I alt;2018K2;1826010
Region Hovedstaden;I alt;2018K3;1825952
Region Hovedstaden;I alt;2018K4;1835537
Region Hovedstaden;I alt;2019K1;1835562
Region Hovedstaden;I alt;2019K2;1839658
Region Hovedstaden;I alt;2019K3;1840357
Region Hovedstaden;I alt;2019K4;1848989
Region Hovedstaden;I alt;2020K1;1846023
Region Hovedstaden;I alt;2020K2;1847147
Region Hovedstaden;I alt;2020K3;1847289
Region Hovedstaden;I alt;2020K4;1854296
Region Hovedstaden;I alt;2021K1;1855084
Region Hovedstaden;I alt;2021K2;1856061
Region Hovedstaden;I alt;2021K3;1857783
Region Hovedstaden;I alt;2021K4;1866088
Region Hovedstaden;I alt;2022K1;1867948
Region Hovedstaden;Ugift;2008K1;810361
Region Hovedstaden;Ugift;2008K2;814923
Region Hovedstaden;Ugift;2008K3;815495
Region Hovedstaden;Ugift;2008K4;820315
Region Hovedstaden;Ugift;2009K1;822629
Region Hovedstaden;Ugift;2009K2;827698
Region Hovedstaden;Ugift;2009K3;828480
Region Hovedstaden;Ugift;2009K4;834608
Region Hovedstaden;Ugift;2010K1;836958
Region Hovedstaden;Ugift;2010K2;842955
Region Hovedstaden;Ugift;2010K3;843520
Region Hovedstaden;Ugift;2010K4;850753
Region Hovedstaden;Ugift;2011K1;852897
Region Hovedstaden;Ugift;2011K2;857506
Region Hovedstaden;Ugift;2011K3;858266
Region Hovedstaden;Ugift;2011K4;865392
Region Hovedstaden;Ugift;2012K1;867299
Region Hovedstaden;Ugift;2012K2;872595
Region Hovedstaden;Ugift;2012K3;873334
Region Hovedstaden;Ugift;2012K4;880663
Region Hovedstaden;Ugift;2013K1;883106
Region Hovedstaden;Ugift;2013K2;888390
Region Hovedstaden;Ugift;2013K3;889229
Region Hovedstaden;Ugift;2013K4;896113
Region Hovedstaden;Ugift;2014K1;898306
Region Hovedstaden;Ugift;2014K2;903750
Region Hovedstaden;Ugift;2014K3;904605
Region Hovedstaden;Ugift;2014K4;912066
Region Hovedstaden;Ugift;2015K1;913879
Region Hovedstaden;Ugift;2015K2;919875
Region Hovedstaden;Ugift;2015K3;920852
Region Hovedstaden;Ugift;2015K4;928363
Region Hovedstaden;Ugift;2016K1;931253
Region Hovedstaden;Ugift;2016K2;936364
Region Hovedstaden;Ugift;2016K3;936493
Region Hovedstaden;Ugift;2016K4;943665
Region Hovedstaden;Ugift;2017K1;945152
Region Hovedstaden;Ugift;2017K2;950686
Region Hovedstaden;Ugift;2017K3;949724
Region Hovedstaden;Ugift;2017K4;955075
Region Hovedstaden;Ugift;2018K1;956663
Region Hovedstaden;Ugift;2018K2;961048
Region Hovedstaden;Ugift;2018K3;959442
Region Hovedstaden;Ugift;2018K4;965366
Region Hovedstaden;Ugift;2019K1;965937
Region Hovedstaden;Ugift;2019K2;971197
Region Hovedstaden;Ugift;2019K3;970455
Region Hovedstaden;Ugift;2019K4;975943
Region Hovedstaden;Ugift;2020K1;973802
Region Hovedstaden;Ugift;2020K2;976457
Region Hovedstaden;Ugift;2020K3;977487
Region Hovedstaden;Ugift;2020K4;981652
Region Hovedstaden;Ugift;2021K1;982631
Region Hovedstaden;Ugift;2021K2;985647
Region Hovedstaden;Ugift;2021K3;987459
Region Hovedstaden;Ugift;2021K4;993090
Region Hovedstaden;Ugift;2022K1;995719
Region Hovedstaden;Gift/separeret;2008K1;597034
Region Hovedstaden;Gift/separeret;2008K2;595414
Region Hovedstaden;Gift/separeret;2008K3;597048
Region Hovedstaden;Gift/separeret;2008K4;602049
Region Hovedstaden;Gift/separeret;2009K1;601967
Region Hovedstaden;Gift/separeret;2009K2;600346
Region Hovedstaden;Gift/separeret;2009K3;602083
Region Hovedstaden;Gift/separeret;2009K4;606165
Region Hovedstaden;Gift/separeret;2010K1;605647
Region Hovedstaden;Gift/separeret;2010K2;603904
Region Hovedstaden;Gift/separeret;2010K3;605601
Region Hovedstaden;Gift/separeret;2010K4;609109
Region Hovedstaden;Gift/separeret;2011K1;608334
Region Hovedstaden;Gift/separeret;2011K2;606108
Region Hovedstaden;Gift/separeret;2011K3;606982
Region Hovedstaden;Gift/separeret;2011K4;609487
Region Hovedstaden;Gift/separeret;2012K1;608353
Region Hovedstaden;Gift/separeret;2012K2;605956
Region Hovedstaden;Gift/separeret;2012K3;606640
Region Hovedstaden;Gift/separeret;2012K4;609041
Region Hovedstaden;Gift/separeret;2013K1;608649
Region Hovedstaden;Gift/separeret;2013K2;606048
Region Hovedstaden;Gift/separeret;2013K3;606221
Region Hovedstaden;Gift/separeret;2013K4;610228
Region Hovedstaden;Gift/separeret;2014K1;607429
Region Hovedstaden;Gift/separeret;2014K2;604983
Region Hovedstaden;Gift/separeret;2014K3;605156
Region Hovedstaden;Gift/separeret;2014K4;607557
Region Hovedstaden;Gift/separeret;2015K1;606672
Region Hovedstaden;Gift/separeret;2015K2;605460
Region Hovedstaden;Gift/separeret;2015K3;606212
Region Hovedstaden;Gift/separeret;2015K4;609331
Region Hovedstaden;Gift/separeret;2016K1;608339
Region Hovedstaden;Gift/separeret;2016K2;606819
Region Hovedstaden;Gift/separeret;2016K3;607577
Region Hovedstaden;Gift/separeret;2016K4;611311
Region Hovedstaden;Gift/separeret;2017K1;610441
Region Hovedstaden;Gift/separeret;2017K2;608368
Region Hovedstaden;Gift/separeret;2017K3;609943
Region Hovedstaden;Gift/separeret;2017K4;614079
Region Hovedstaden;Gift/separeret;2018K1;613238
Region Hovedstaden;Gift/separeret;2018K2;611718
Region Hovedstaden;Gift/separeret;2018K3;613468
Region Hovedstaden;Gift/separeret;2018K4;617464
Region Hovedstaden;Gift/separeret;2019K1;616347
Region Hovedstaden;Gift/separeret;2019K2;615322
Region Hovedstaden;Gift/separeret;2019K3;617193
Region Hovedstaden;Gift/separeret;2019K4;620854
Region Hovedstaden;Gift/separeret;2020K1;620156
Region Hovedstaden;Gift/separeret;2020K2;617833
Region Hovedstaden;Gift/separeret;2020K3;616603
Region Hovedstaden;Gift/separeret;2020K4;619225
Region Hovedstaden;Gift/separeret;2021K1;618531
Region Hovedstaden;Gift/separeret;2021K2;615949
Region Hovedstaden;Gift/separeret;2021K3;616112
Region Hovedstaden;Gift/separeret;2021K4;618875
Region Hovedstaden;Gift/separeret;2022K1;617800
Region Hovedstaden;Enke/enkemand;2008K1;88644
Region Hovedstaden;Enke/enkemand;2008K2;88325
Region Hovedstaden;Enke/enkemand;2008K3;87947
Region Hovedstaden;Enke/enkemand;2008K4;87638
Region Hovedstaden;Enke/enkemand;2009K1;87291
Region Hovedstaden;Enke/enkemand;2009K2;86797
Region Hovedstaden;Enke/enkemand;2009K3;86491
Region Hovedstaden;Enke/enkemand;2009K4;86210
Region Hovedstaden;Enke/enkemand;2010K1;85838
Region Hovedstaden;Enke/enkemand;2010K2;85509
Region Hovedstaden;Enke/enkemand;2010K3;85216
Region Hovedstaden;Enke/enkemand;2010K4;84846
Region Hovedstaden;Enke/enkemand;2011K1;84634
Region Hovedstaden;Enke/enkemand;2011K2;84306
Region Hovedstaden;Enke/enkemand;2011K3;83983
Region Hovedstaden;Enke/enkemand;2011K4;83678
Region Hovedstaden;Enke/enkemand;2012K1;83361
Region Hovedstaden;Enke/enkemand;2012K2;83128
Region Hovedstaden;Enke/enkemand;2012K3;82852
Region Hovedstaden;Enke/enkemand;2012K4;82603
Region Hovedstaden;Enke/enkemand;2013K1;82207
Region Hovedstaden;Enke/enkemand;2013K2;81751
Region Hovedstaden;Enke/enkemand;2013K3;81520
Region Hovedstaden;Enke/enkemand;2013K4;81334
Region Hovedstaden;Enke/enkemand;2014K1;81110
Region Hovedstaden;Enke/enkemand;2014K2;80847
Region Hovedstaden;Enke/enkemand;2014K3;80670
Region Hovedstaden;Enke/enkemand;2014K4;80388
Region Hovedstaden;Enke/enkemand;2015K1;80212
Region Hovedstaden;Enke/enkemand;2015K2;79838
Region Hovedstaden;Enke/enkemand;2015K3;79623
Region Hovedstaden;Enke/enkemand;2015K4;79357
Region Hovedstaden;Enke/enkemand;2016K1;79218
Region Hovedstaden;Enke/enkemand;2016K2;78949
Region Hovedstaden;Enke/enkemand;2016K3;78691
Region Hovedstaden;Enke/enkemand;2016K4;78517
Region Hovedstaden;Enke/enkemand;2017K1;78338
Region Hovedstaden;Enke/enkemand;2017K2;78052
Region Hovedstaden;Enke/enkemand;2017K3;77843
Region Hovedstaden;Enke/enkemand;2017K4;77744
Region Hovedstaden;Enke/enkemand;2018K1;77591
Region Hovedstaden;Enke/enkemand;2018K2;77370
Region Hovedstaden;Enke/enkemand;2018K3;77177
Region Hovedstaden;Enke/enkemand;2018K4;76999
Region Hovedstaden;Enke/enkemand;2019K1;76906
Region Hovedstaden;Enke/enkemand;2019K2;76787
Region Hovedstaden;Enke/enkemand;2019K3;76681
Region Hovedstaden;Enke/enkemand;2019K4;76582
Region Hovedstaden;Enke/enkemand;2020K1;76474
Region Hovedstaden;Enke/enkemand;2020K2;76396
Region Hovedstaden;Enke/enkemand;2020K3;76327
Region Hovedstaden;Enke/enkemand;2020K4;76188
Region Hovedstaden;Enke/enkemand;2021K1;76107
Region Hovedstaden;Enke/enkemand;2021K2;76006
Region Hovedstaden;Enke/enkemand;2021K3;75976
Region Hovedstaden;Enke/enkemand;2021K4;75858
Region Hovedstaden;Enke/enkemand;2022K1;75740
Region Hovedstaden;Fraskilt;2008K1;149786
Region Hovedstaden;Fraskilt;2008K2;150328
Region Hovedstaden;Fraskilt;2008K3;150495
Region Hovedstaden;Fraskilt;2008K4;150040
Region Hovedstaden;Fraskilt;2009K1;150398
Region Hovedstaden;Fraskilt;2009K2;151038
Region Hovedstaden;Fraskilt;2009K3;151510
Region Hovedstaden;Fraskilt;2009K4;151237
Region Hovedstaden;Fraskilt;2010K1;151828
Region Hovedstaden;Fraskilt;2010K2;152617
Region Hovedstaden;Fraskilt;2010K3;152734
Region Hovedstaden;Fraskilt;2010K4;152782
Region Hovedstaden;Fraskilt;2011K1;153522
Region Hovedstaden;Fraskilt;2011K2;154468
Region Hovedstaden;Fraskilt;2011K3;154812
Region Hovedstaden;Fraskilt;2011K4;155067
Region Hovedstaden;Fraskilt;2012K1;155576
Region Hovedstaden;Fraskilt;2012K2;156739
Region Hovedstaden;Fraskilt;2012K3;157326
Region Hovedstaden;Fraskilt;2012K4;157645
Region Hovedstaden;Fraskilt;2013K1;158106
Region Hovedstaden;Fraskilt;2013K2;159332
Region Hovedstaden;Fraskilt;2013K3;159919
Region Hovedstaden;Fraskilt;2013K4;159921
Region Hovedstaden;Fraskilt;2014K1;162560
Region Hovedstaden;Fraskilt;2014K2;164396
Region Hovedstaden;Fraskilt;2014K3;165637
Region Hovedstaden;Fraskilt;2014K4;166666
Region Hovedstaden;Fraskilt;2015K1;167362
Region Hovedstaden;Fraskilt;2015K2;167739
Region Hovedstaden;Fraskilt;2015K3;168792
Region Hovedstaden;Fraskilt;2015K4;169418
Region Hovedstaden;Fraskilt;2016K1;170364
Region Hovedstaden;Fraskilt;2016K2;171357
Region Hovedstaden;Fraskilt;2016K3;172450
Region Hovedstaden;Fraskilt;2016K4;172756
Region Hovedstaden;Fraskilt;2017K1;173473
Region Hovedstaden;Fraskilt;2017K2;174703
Region Hovedstaden;Fraskilt;2017K3;174658
Region Hovedstaden;Fraskilt;2017K4;174679
Region Hovedstaden;Fraskilt;2018K1;175167
Region Hovedstaden;Fraskilt;2018K2;175874
Region Hovedstaden;Fraskilt;2018K3;175865
Region Hovedstaden;Fraskilt;2018K4;175708
Region Hovedstaden;Fraskilt;2019K1;176372
Region Hovedstaden;Fraskilt;2019K2;176352
Region Hovedstaden;Fraskilt;2019K3;176028
Region Hovedstaden;Fraskilt;2019K4;175610
Region Hovedstaden;Fraskilt;2020K1;175591
Region Hovedstaden;Fraskilt;2020K2;176461
Region Hovedstaden;Fraskilt;2020K3;176872
Region Hovedstaden;Fraskilt;2020K4;177231
Region Hovedstaden;Fraskilt;2021K1;177815
Region Hovedstaden;Fraskilt;2021K2;178459
Region Hovedstaden;Fraskilt;2021K3;178236
Region Hovedstaden;Fraskilt;2021K4;178265
Region Hovedstaden;Fraskilt;2022K1;178689
København;I alt;2008K1;509861
København;I alt;2008K2;511725
København;I alt;2008K3;511686
København;I alt;2008K4;516962
København;I alt;2009K1;518574
København;I alt;2009K2;520659
København;I alt;2009K3;521397
København;I alt;2009K4;526918
København;I alt;2010K1;528208
København;I alt;2010K2;530902
København;I alt;2010K3;531199
København;I alt;2010K4;538031
København;I alt;2011K1;539542
København;I alt;2011K2;541559
København;I alt;2011K3;541989
København;I alt;2011K4;548443
København;I alt;2012K1;549050
København;I alt;2012K2;551580
København;I alt;2012K3;551900
København;I alt;2012K4;557920
København;I alt;2013K1;559440
København;I alt;2013K2;562253
København;I alt;2013K3;562379
København;I alt;2013K4;569000
København;I alt;2014K1;569557
København;I alt;2014K2;572376
København;I alt;2014K3;572287
København;I alt;2014K4;579513
København;I alt;2015K1;580184
København;I alt;2015K2;583349
København;I alt;2015K3;583525
København;I alt;2015K4;589699
København;I alt;2016K1;591481
København;I alt;2016K2;594231
København;I alt;2016K3;594535
København;I alt;2016K4;601448
København;I alt;2017K1;602481
København;I alt;2017K2;606057
København;I alt;2017K3;605366
København;I alt;2017K4;611822
København;I alt;2018K1;613288
København;I alt;2018K2;615993
København;I alt;2018K3;616098
København;I alt;2018K4;622698
København;I alt;2019K1;623404
København;I alt;2019K2;626350
København;I alt;2019K3;626508
København;I alt;2019K4;633021
København;I alt;2020K1;632340
København;I alt;2020K2;633449
København;I alt;2020K3;633035
København;I alt;2020K4;637936
København;I alt;2021K1;638117
København;I alt;2021K2;638678
København;I alt;2021K3;638790
København;I alt;2021K4;643613
København;I alt;2022K1;644431
København;Ugift;2008K1;309661
København;Ugift;2008K2;311978
København;Ugift;2008K3;311868
København;Ugift;2008K4;315545
