OMRÅDE;CIVILSTAND;TID;INDHOLD
Hele landet;Fraskilt;2008K1;428864
Hele landet;Fraskilt;2008K2;431550
Hele landet;Fraskilt;2008K3;432713
Hele landet;Fraskilt;2008K4;432156
Hele landet;Fraskilt;2009K1;434233
Hele landet;Fraskilt;2009K2;437466
Hele landet;Fraskilt;2009K3;439378
Hele landet;Fraskilt;2009K4;439428
Hele landet;Fraskilt;2010K1;441913
Hele landet;Fraskilt;2010K2;444765
Hele landet;Fraskilt;2010K3;446333
Hele landet;Fraskilt;2010K4;447258
Hele landet;Fraskilt;2011K1;449609
Hele landet;Fraskilt;2011K2;453640
Hele landet;Fraskilt;2011K3;455105
Hele landet;Fraskilt;2011K4;455846
Hele landet;Fraskilt;2012K1;458430
Hele landet;Fraskilt;2012K2;462738
Hele landet;Fraskilt;2012K3;465210
Hele landet;Fraskilt;2012K4;466356
Hele landet;Fraskilt;2013K1;468891
Hele landet;Fraskilt;2013K2;473292
Hele landet;Fraskilt;2013K3;476507
Hele landet;Fraskilt;2013K4;477056
Hele landet;Fraskilt;2014K1;486336
Hele landet;Fraskilt;2014K2;492909
Hele landet;Fraskilt;2014K3;497069
Hele landet;Fraskilt;2014K4;500795
Hele landet;Fraskilt;2015K1;504505
Hele landet;Fraskilt;2015K2;506621
Hele landet;Fraskilt;2015K3;509922
Hele landet;Fraskilt;2015K4;513060
Hele landet;Fraskilt;2016K1;516864
Hele landet;Fraskilt;2016K2;520775
Hele landet;Fraskilt;2016K3;525180
Hele landet;Fraskilt;2016K4;526340
Hele landet;Fraskilt;2017K1;529457
Hele landet;Fraskilt;2017K2;533905
Hele landet;Fraskilt;2017K3;534656
Hele landet;Fraskilt;2017K4;535372
Hele landet;Fraskilt;2018K1;537834
Hele landet;Fraskilt;2018K2;541010
Hele landet;Fraskilt;2018K3;541999
Hele landet;Fraskilt;2018K4;542280
Hele landet;Fraskilt;2019K1;545085
Hele landet;Fraskilt;2019K2;545597
Hele landet;Fraskilt;2019K3;544731
Hele landet;Fraskilt;2019K4;543846
Hele landet;Fraskilt;2020K1;544588
Hele landet;Fraskilt;2020K2;548229
Hele landet;Fraskilt;2020K3;550715
Hele landet;Fraskilt;2020K4;552419
Hele landet;Fraskilt;2021K1;555102
Hele landet;Fraskilt;2021K2;558076
Hele landet;Fraskilt;2021K3;558017
Hele landet;Fraskilt;2021K4;558266
Hele landet;Fraskilt;2022K1;560611
Hele landet;Gift/separeret;2008K1;2176977
Hele landet;Gift/separeret;2008K2;2171174
Hele landet;Gift/separeret;2008K3;2176196
Hele landet;Gift/separeret;2008K4;2191033
Hele landet;Gift/separeret;2009K1;2188259
Hele landet;Gift/separeret;2009K2;2180280
Hele landet;Gift/separeret;2009K3;2183708
Hele landet;Gift/separeret;2009K4;2193779
Hele landet;Gift/separeret;2010K1;2189368
Hele landet;Gift/separeret;2010K2;2181819
Hele landet;Gift/separeret;2010K3;2184152
Hele landet;Gift/separeret;2010K4;2191517
Hele landet;Gift/separeret;2011K1;2187702
Hele landet;Gift/separeret;2011K2;2177947
Hele landet;Gift/separeret;2011K3;2178670
Hele landet;Gift/separeret;2011K4;2183712
Hele landet;Gift/separeret;2012K1;2178131
Hele landet;Gift/separeret;2012K2;2168562
Hele landet;Gift/separeret;2012K3;2168353
Hele landet;Gift/separeret;2012K4;2173196
Hele landet;Gift/separeret;2013K1;2169369
Hele landet;Gift/separeret;2013K2;2158728
Hele landet;Gift/separeret;2013K3;2156743
Hele landet;Gift/separeret;2013K4;2165925
Hele landet;Gift/separeret;2014K1;2154621
Hele landet;Gift/separeret;2014K2;2144763
Hele landet;Gift/separeret;2014K3;2144241
Hele landet;Gift/separeret;2014K4;2148451
Hele landet;Gift/separeret;2015K1;2143625
Hele landet;Gift/separeret;2015K2;2138481
Hele landet;Gift/separeret;2015K3;2140400
Hele landet;Gift/separeret;2015K4;2146756
Hele landet;Gift/separeret;2016K1;2142540
Hele landet;Gift/separeret;2016K2;2135923
Hele landet;Gift/separeret;2016K3;2135953
Hele landet;Gift/separeret;2016K4;2145540
Hele landet;Gift/separeret;2017K1;2140830
Hele landet;Gift/separeret;2017K2;2132454
Hele landet;Gift/separeret;2017K3;2135608
Hele landet;Gift/separeret;2017K4;2145883
Hele landet;Gift/separeret;2018K1;2141429
Hele landet;Gift/separeret;2018K2;2133673
Hele landet;Gift/separeret;2018K3;2136954
Hele landet;Gift/separeret;2018K4;2146813
Hele landet;Gift/separeret;2019K1;2141704
Hele landet;Gift/separeret;2019K2;2136452
Hele landet;Gift/separeret;2019K3;2140880
Hele landet;Gift/separeret;2019K4;2149938
Hele landet;Gift/separeret;2020K1;2146017
Hele landet;Gift/separeret;2020K2;2137608
Hele landet;Gift/separeret;2020K3;2132092
Hele landet;Gift/separeret;2020K4;2138124
Hele landet;Gift/separeret;2021K1;2136102
Hele landet;Gift/separeret;2021K2;2127486
Hele landet;Gift/separeret;2021K3;2128338
Hele landet;Gift/separeret;2021K4;2135786
Hele landet;Gift/separeret;2022K1;2131016
Region Hovedstaden;Fraskilt;2008K1;149786
Region Hovedstaden;Fraskilt;2008K2;150328
Region Hovedstaden;Fraskilt;2008K3;150495
Region Hovedstaden;Fraskilt;2008K4;150040
Region Hovedstaden;Fraskilt;2009K1;150398
Region Hovedstaden;Fraskilt;2009K2;151038
Region Hovedstaden;Fraskilt;2009K3;151510
Region Hovedstaden;Fraskilt;2009K4;151237
Region Hovedstaden;Fraskilt;2010K1;151828
Region Hovedstaden;Fraskilt;2010K2;152617
Region Hovedstaden;Fraskilt;2010K3;152734
Region Hovedstaden;Fraskilt;2010K4;152782
Region Hovedstaden;Fraskilt;2011K1;153522
Region Hovedstaden;Fraskilt;2011K2;154468
Region Hovedstaden;Fraskilt;2011K3;154812
Region Hovedstaden;Fraskilt;2011K4;155067
Region Hovedstaden;Fraskilt;2012K1;155576
Region Hovedstaden;Fraskilt;2012K2;156739
Region Hovedstaden;Fraskilt;2012K3;157326
Region Hovedstaden;Fraskilt;2012K4;157645
Region Hovedstaden;Fraskilt;2013K1;158106
Region Hovedstaden;Fraskilt;2013K2;159332
Region Hovedstaden;Fraskilt;2013K3;159919
Region Hovedstaden;Fraskilt;2013K4;159921
Region Hovedstaden;Fraskilt;2014K1;162560
Region Hovedstaden;Fraskilt;2014K2;164396
Region Hovedstaden;Fraskilt;2014K3;165637
Region Hovedstaden;Fraskilt;2014K4;166666
Region Hovedstaden;Fraskilt;2015K1;167362
Region Hovedstaden;Fraskilt;2015K2;167739
Region Hovedstaden;Fraskilt;2015K3;168792
Region Hovedstaden;Fraskilt;2015K4;169418
Region Hovedstaden;Fraskilt;2016K1;170364
Region Hovedstaden;Fraskilt;2016K2;171357
Region Hovedstaden;Fraskilt;2016K3;172450
Region Hovedstaden;Fraskilt;2016K4;172756
Region Hovedstaden;Fraskilt;2017K1;173473
Region Hovedstaden;Fraskilt;2017K2;174703
Region Hovedstaden;Fraskilt;2017K3;174658
Region Hovedstaden;Fraskilt;2017K4;174679
Region Hovedstaden;Fraskilt;2018K1;175167
Region Hovedstaden;Fraskilt;2018K2;175874
Region Hovedstaden;Fraskilt;2018K3;175865
Region Hovedstaden;Fraskilt;2018K4;175708
Region Hovedstaden;Fraskilt;2019K1;176372
Region Hovedstaden;Fraskilt;2019K2;176352
Region Hovedstaden;Fraskilt;2019K3;176028
Region Hovedstaden;Fraskilt;2019K4;175610
Region Hovedstaden;Fraskilt;2020K1;175591
Region Hovedstaden;Fraskilt;2020K2;176461
Region Hovedstaden;Fraskilt;2020K3;176872
Region Hovedstaden;Fraskilt;2020K4;177231
Region Hovedstaden;Fraskilt;2021K1;177815
Region Hovedstaden;Fraskilt;2021K2;178459
Region Hovedstaden;Fraskilt;2021K3;178236
Region Hovedstaden;Fraskilt;2021K4;178265
Region Hovedstaden;Fraskilt;2022K1;178689
Region Hovedstaden;Gift/separeret;2008K1;597034
Region Hovedstaden;Gift/separeret;2008K2;595414
Region Hovedstaden;Gift/separeret;2008K3;597048
Region Hovedstaden;Gift/separeret;2008K4;602049
Region Hovedstaden;Gift/separeret;2009K1;601967
Region Hovedstaden;Gift/separeret;2009K2;600346
Region Hovedstaden;Gift/separeret;2009K3;602083
Region Hovedstaden;Gift/separeret;2009K4;606165
Region Hovedstaden;Gift/separeret;2010K1;605647
Region Hovedstaden;Gift/separeret;2010K2;603904
Region Hovedstaden;Gift/separeret;2010K3;605601
Region Hovedstaden;Gift/separeret;2010K4;609109
Region Hovedstaden;Gift/separeret;2011K1;608334
Region Hovedstaden;Gift/separeret;2011K2;606108
Region Hovedstaden;Gift/separeret;2011K3;606982
Region Hovedstaden;Gift/separeret;2011K4;609487
Region Hovedstaden;Gift/separeret;2012K1;608353
Region Hovedstaden;Gift/separeret;2012K2;605956
Region Hovedstaden;Gift/separeret;2012K3;606640
Region Hovedstaden;Gift/separeret;2012K4;609041
Region Hovedstaden;Gift/separeret;2013K1;608649
Region Hovedstaden;Gift/separeret;2013K2;606048
Region Hovedstaden;Gift/separeret;2013K3;606221
Region Hovedstaden;Gift/separeret;2013K4;610228
Region Hovedstaden;Gift/separeret;2014K1;607429
Region Hovedstaden;Gift/separeret;2014K2;604983
Region Hovedstaden;Gift/separeret;2014K3;605156
Region Hovedstaden;Gift/separeret;2014K4;607557
Region Hovedstaden;Gift/separeret;2015K1;606672
Region Hovedstaden;Gift/separeret;2015K2;605460
Region Hovedstaden;Gift/separeret;2015K3;606212
Region Hovedstaden;Gift/separeret;2015K4;609331
Region Hovedstaden;Gift/separeret;2016K1;608339
Region Hovedstaden;Gift/separeret;2016K2;606819
Region Hovedstaden;Gift/separeret;2016K3;607577
Region Hovedstaden;Gift/separeret;2016K4;611311
Region Hovedstaden;Gift/separeret;2017K1;610441
Region Hovedstaden;Gift/separeret;2017K2;608368
Region Hovedstaden;Gift/separeret;2017K3;609943
Region Hovedstaden;Gift/separeret;2017K4;614079
Region Hovedstaden;Gift/separeret;2018K1;613238
Region Hovedstaden;Gift/separeret;2018K2;611718
Region Hovedstaden;Gift/separeret;2018K3;613468
Region Hovedstaden;Gift/separeret;2018K4;617464
Region Hovedstaden;Gift/separeret;2019K1;616347
Region Hovedstaden;Gift/separeret;2019K2;615322
Region Hovedstaden;Gift/separeret;2019K3;617193
Region Hovedstaden;Gift/separeret;2019K4;620854
Region Hovedstaden;Gift/separeret;2020K1;620156
Region Hovedstaden;Gift/separeret;2020K2;617833
Region Hovedstaden;Gift/separeret;2020K3;616603
Region Hovedstaden;Gift/separeret;2020K4;619225
Region Hovedstaden;Gift/separeret;2021K1;618531
Region Hovedstaden;Gift/separeret;2021K2;615949
Region Hovedstaden;Gift/separeret;2021K3;616112
Region Hovedstaden;Gift/separeret;2021K4;618875
Region Hovedstaden;Gift/separeret;2022K1;617800
København;Fraskilt;2008K1;50089
København;Fraskilt;2008K2;50160
København;Fraskilt;2008K3;50024
København;Fraskilt;2008K4;49836
København;Fraskilt;2009K1;49853
København;Fraskilt;2009K2;49774
København;Fraskilt;2009K3;49848
København;Fraskilt;2009K4;49633
København;Fraskilt;2010K1;49689
København;Fraskilt;2010K2;49837
København;Fraskilt;2010K3;49725
København;Fraskilt;2010K4;49662
København;Fraskilt;2011K1;49818
København;Fraskilt;2011K2;50088
København;Fraskilt;2011K3;50064
København;Fraskilt;2011K4;50062
København;Fraskilt;2012K1;50044
København;Fraskilt;2012K2;50313
København;Fraskilt;2012K3;50322
København;Fraskilt;2012K4;50270
København;Fraskilt;2013K1;50277
København;Fraskilt;2013K2;50567
København;Fraskilt;2013K3;50616
København;Fraskilt;2013K4;50511
København;Fraskilt;2014K1;51243
København;Fraskilt;2014K2;51660
København;Fraskilt;2014K3;51959
København;Fraskilt;2014K4;52260
København;Fraskilt;2015K1;52437
København;Fraskilt;2015K2;52538
København;Fraskilt;2015K3;52795
København;Fraskilt;2015K4;52919
København;Fraskilt;2016K1;53199
København;Fraskilt;2016K2;53446
København;Fraskilt;2016K3;53723
København;Fraskilt;2016K4;53807
København;Fraskilt;2017K1;53957
København;Fraskilt;2017K2;54272
København;Fraskilt;2017K3;54275
København;Fraskilt;2017K4;54336
København;Fraskilt;2018K1;54466
København;Fraskilt;2018K2;54682
København;Fraskilt;2018K3;54697
København;Fraskilt;2018K4;54623
København;Fraskilt;2019K1;54946
København;Fraskilt;2019K2;54882
København;Fraskilt;2019K3;54771
København;Fraskilt;2019K4;54682
København;Fraskilt;2020K1;54740
København;Fraskilt;2020K2;54993
København;Fraskilt;2020K3;55024
København;Fraskilt;2020K4;55063
København;Fraskilt;2021K1;55279
København;Fraskilt;2021K2;55394
København;Fraskilt;2021K3;55299
København;Fraskilt;2021K4;55305
København;Fraskilt;2022K1;55415
København;Gift/separeret;2008K1;128556
København;Gift/separeret;2008K2;128289
København;Gift/separeret;2008K3;128728
København;Gift/separeret;2008K4;130727
København;Gift/separeret;2009K1;130995
København;Gift/separeret;2009K2;130736
København;Gift/separeret;2009K3;131489
København;Gift/separeret;2009K4;133014
København;Gift/separeret;2010K1;133196
København;Gift/separeret;2010K2;132864
København;Gift/separeret;2010K3;133650
København;Gift/separeret;2010K4;135341
København;Gift/separeret;2011K1;135422
København;Gift/separeret;2011K2;135002
København;Gift/separeret;2011K3;135713
København;Gift/separeret;2011K4;136965
København;Gift/separeret;2012K1;136827
København;Gift/separeret;2012K2;136238
København;Gift/separeret;2012K3;136858
København;Gift/separeret;2012K4;137880
København;Gift/separeret;2013K1;138132
København;Gift/separeret;2013K2;137542
København;Gift/separeret;2013K3;137917
København;Gift/separeret;2013K4;139664
København;Gift/separeret;2014K1;138830
København;Gift/separeret;2014K2;138186
København;Gift/separeret;2014K3;138329
København;Gift/separeret;2014K4;139729
København;Gift/separeret;2015K1;139613
København;Gift/separeret;2015K2;139465
København;Gift/separeret;2015K3;139893
København;Gift/separeret;2015K4;141141
København;Gift/separeret;2016K1;140881
København;Gift/separeret;2016K2;140688
København;Gift/separeret;2016K3;141427
København;Gift/separeret;2016K4;143024
København;Gift/separeret;2017K1;143176
København;Gift/separeret;2017K2;142783
København;Gift/separeret;2017K3;143640
København;Gift/separeret;2017K4;145607
København;Gift/separeret;2018K1;145479
København;Gift/separeret;2018K2;145301
København;Gift/separeret;2018K3;146287
København;Gift/separeret;2018K4;148172
København;Gift/separeret;2019K1;147974
København;Gift/separeret;2019K2;147848
København;Gift/separeret;2019K3;148834
København;Gift/separeret;2019K4;150492
København;Gift/separeret;2020K1;150458
København;Gift/separeret;2020K2;149826
København;Gift/separeret;2020K3;149291
København;Gift/separeret;2020K4;150663
København;Gift/separeret;2021K1;150279
København;Gift/separeret;2021K2;149179
København;Gift/separeret;2021K3;149174
København;Gift/separeret;2021K4;150219
København;Gift/separeret;2022K1;149940
Frederiksberg;Fraskilt;2008K1;9292
Frederiksberg;Fraskilt;2008K2;9319
Frederiksberg;Fraskilt;2008K3;9294
Frederiksberg;Fraskilt;2008K4;9251
Frederiksberg;Fraskilt;2009K1;9258
Frederiksberg;Fraskilt;2009K2;9348
Frederiksberg;Fraskilt;2009K3;9369
Frederiksberg;Fraskilt;2009K4;9300
Frederiksberg;Fraskilt;2010K1;9325
Frederiksberg;Fraskilt;2010K2;9379
Frederiksberg;Fraskilt;2010K3;9398
Frederiksberg;Fraskilt;2010K4;9449
Frederiksberg;Fraskilt;2011K1;9502
Frederiksberg;Fraskilt;2011K2;9526
Frederiksberg;Fraskilt;2011K3;9534
Frederiksberg;Fraskilt;2011K4;9520
Frederiksberg;Fraskilt;2012K1;9516
Frederiksberg;Fraskilt;2012K2;9558
Frederiksberg;Fraskilt;2012K3;9556
Frederiksberg;Fraskilt;2012K4;9632
Frederiksberg;Fraskilt;2013K1;9584
Frederiksberg;Fraskilt;2013K2;9645
Frederiksberg;Fraskilt;2013K3;9675
Frederiksberg;Fraskilt;2013K4;9663
Frederiksberg;Fraskilt;2014K1;9794
Frederiksberg;Fraskilt;2014K2;9868
Frederiksberg;Fraskilt;2014K3;9929
Frederiksberg;Fraskilt;2014K4;9960
Frederiksberg;Fraskilt;2015K1;9962
Frederiksberg;Fraskilt;2015K2;9948
Frederiksberg;Fraskilt;2015K3;10007
Frederiksberg;Fraskilt;2015K4;10045
Frederiksberg;Fraskilt;2016K1;10071
Frederiksberg;Fraskilt;2016K2;10109
Frederiksberg;Fraskilt;2016K3;10154
Frederiksberg;Fraskilt;2016K4;10205
Frederiksberg;Fraskilt;2017K1;10248
Frederiksberg;Fraskilt;2017K2;10295
Frederiksberg;Fraskilt;2017K3;10267
Frederiksberg;Fraskilt;2017K4;10248
Frederiksberg;Fraskilt;2018K1;10234
Frederiksberg;Fraskilt;2018K2;10237
Frederiksberg;Fraskilt;2018K3;10214
Frederiksberg;Fraskilt;2018K4;10187
Frederiksberg;Fraskilt;2019K1;10205
Frederiksberg;Fraskilt;2019K2;10156
Frederiksberg;Fraskilt;2019K3;10145
Frederiksberg;Fraskilt;2019K4;10124
Frederiksberg;Fraskilt;2020K1;10119
Frederiksberg;Fraskilt;2020K2;10183
Frederiksberg;Fraskilt;2020K3;10161
Frederiksberg;Fraskilt;2020K4;10164
Frederiksberg;Fraskilt;2021K1;10157
Frederiksberg;Fraskilt;2021K2;10151
Frederiksberg;Fraskilt;2021K3;10121
Frederiksberg;Fraskilt;2021K4;10108
Frederiksberg;Fraskilt;2022K1;10101
Frederiksberg;Gift/separeret;2008K1;27703
Frederiksberg;Gift/separeret;2008K2;27601
Frederiksberg;Gift/separeret;2008K3;27751
Frederiksberg;Gift/separeret;2008K4;28109
Frederiksberg;Gift/separeret;2009K1;28103
Frederiksberg;Gift/separeret;2009K2;27902
Frederiksberg;Gift/separeret;2009K3;28116
Frederiksberg;Gift/separeret;2009K4;28549
Frederiksberg;Gift/separeret;2010K1;28428
Frederiksberg;Gift/separeret;2010K2;28297
Frederiksberg;Gift/separeret;2010K3;28445
Frederiksberg;Gift/separeret;2010K4;28677
Frederiksberg;Gift/separeret;2011K1;28606
Frederiksberg;Gift/separeret;2011K2;28402
Frederiksberg;Gift/separeret;2011K3;28453
Frederiksberg;Gift/separeret;2011K4;28666
Frederiksberg;Gift/separeret;2012K1;28553
Frederiksberg;Gift/separeret;2012K2;28439
Frederiksberg;Gift/separeret;2012K3;28529
Frederiksberg;Gift/separeret;2012K4;28759
Frederiksberg;Gift/separeret;2013K1;28746
Frederiksberg;Gift/separeret;2013K2;28587
Frederiksberg;Gift/separeret;2013K3;28525
Frederiksberg;Gift/separeret;2013K4;28807
Frederiksberg;Gift/separeret;2014K1;28593
Frederiksberg;Gift/separeret;2014K2;28373
Frederiksberg;Gift/separeret;2014K3;28452
Frederiksberg;Gift/separeret;2014K4;28639
Frederiksberg;Gift/separeret;2015K1;28532
Frederiksberg;Gift/separeret;2015K2;28540
Frederiksberg;Gift/separeret;2015K3;28614
Frederiksberg;Gift/separeret;2015K4;28893
Frederiksberg;Gift/separeret;2016K1;28862
Frederiksberg;Gift/separeret;2016K2;28708
Frederiksberg;Gift/separeret;2016K3;28722
Frederiksberg;Gift/separeret;2016K4;28976
Frederiksberg;Gift/separeret;2017K1;28849
Frederiksberg;Gift/separeret;2017K2;28688
Frederiksberg;Gift/separeret;2017K3;28819
Frederiksberg;Gift/separeret;2017K4;29029
Frederiksberg;Gift/separeret;2018K1;28895
Frederiksberg;Gift/separeret;2018K2;28708
Frederiksberg;Gift/separeret;2018K3;28789
Frederiksberg;Gift/separeret;2018K4;29073
Frederiksberg;Gift/separeret;2019K1;28950
Frederiksberg;Gift/separeret;2019K2;28833
Frederiksberg;Gift/separeret;2019K3;28949
Frederiksberg;Gift/separeret;2019K4;29302
Frederiksberg;Gift/separeret;2020K1;29185
Frederiksberg;Gift/separeret;2020K2;28996
Frederiksberg;Gift/separeret;2020K3;28951
Frederiksberg;Gift/separeret;2020K4;28969
Frederiksberg;Gift/separeret;2021K1;28838
Frederiksberg;Gift/separeret;2021K2;28587
Frederiksberg;Gift/separeret;2021K3;28482
Frederiksberg;Gift/separeret;2021K4;28606
Frederiksberg;Gift/separeret;2022K1;28477
Dragør;Fraskilt;2008K1;950
Dragør;Fraskilt;2008K2;962
Dragør;Fraskilt;2008K3;965
Dragør;Fraskilt;2008K4;947
Dragør;Fraskilt;2009K1;962
Dragør;Fraskilt;2009K2;954
Dragør;Fraskilt;2009K3;961
Dragør;Fraskilt;2009K4;963
Dragør;Fraskilt;2010K1;984
Dragør;Fraskilt;2010K2;987
Dragør;Fraskilt;2010K3;986
Dragør;Fraskilt;2010K4;983
Dragør;Fraskilt;2011K1;996
Dragør;Fraskilt;2011K2;993
Dragør;Fraskilt;2011K3;997
Dragør;Fraskilt;2011K4;1007
Dragør;Fraskilt;2012K1;1006
Dragør;Fraskilt;2012K2;1030
Dragør;Fraskilt;2012K3;1024
Dragør;Fraskilt;2012K4;1038
Dragør;Fraskilt;2013K1;1049
Dragør;Fraskilt;2013K2;1059
Dragør;Fraskilt;2013K3;1061
Dragør;Fraskilt;2013K4;1070
Dragør;Fraskilt;2014K1;1100
Dragør;Fraskilt;2014K2;1095
Dragør;Fraskilt;2014K3;1097
Dragør;Fraskilt;2014K4;1110
Dragør;Fraskilt;2015K1;1126
Dragør;Fraskilt;2015K2;1105
Dragør;Fraskilt;2015K3;1102
Dragør;Fraskilt;2015K4;1116
Dragør;Fraskilt;2016K1;1122
Dragør;Fraskilt;2016K2;1148
Dragør;Fraskilt;2016K3;1165
Dragør;Fraskilt;2016K4;1162
Dragør;Fraskilt;2017K1;1180
Dragør;Fraskilt;2017K2;1195
Dragør;Fraskilt;2017K3;1186
Dragør;Fraskilt;2017K4;1183
Dragør;Fraskilt;2018K1;1201
Dragør;Fraskilt;2018K2;1223
Dragør;Fraskilt;2018K3;1217
Dragør;Fraskilt;2018K4;1225
Dragør;Fraskilt;2019K1;1216
Dragør;Fraskilt;2019K2;1215
Dragør;Fraskilt;2019K3;1230
Dragør;Fraskilt;2019K4;1222
Dragør;Fraskilt;2020K1;1211
Dragør;Fraskilt;2020K2;1219
Dragør;Fraskilt;2020K3;1236
Dragør;Fraskilt;2020K4;1232
Dragør;Fraskilt;2021K1;1240
Dragør;Fraskilt;2021K2;1259
Dragør;Fraskilt;2021K3;1251
Dragør;Fraskilt;2021K4;1235
Dragør;Fraskilt;2022K1;1227
Dragør;Gift/separeret;2008K1;6555
Dragør;Gift/separeret;2008K2;6547
Dragør;Gift/separeret;2008K3;6568
Dragør;Gift/separeret;2008K4;6630
Dragør;Gift/separeret;2009K1;6587
Dragør;Gift/separeret;2009K2;6575
Dragør;Gift/separeret;2009K3;6598
Dragør;Gift/separeret;2009K4;6655
Dragør;Gift/separeret;2010K1;6642
Dragør;Gift/separeret;2010K2;6627
Dragør;Gift/separeret;2010K3;6645
Dragør;Gift/separeret;2010K4;6669
Dragør;Gift/separeret;2011K1;6656
Dragør;Gift/separeret;2011K2;6656
Dragør;Gift/separeret;2011K3;6645
Dragør;Gift/separeret;2011K4;6633
Dragør;Gift/separeret;2012K1;6582
Dragør;Gift/separeret;2012K2;6558
Dragør;Gift/separeret;2012K3;6582
Dragør;Gift/separeret;2012K4;6620
Dragør;Gift/separeret;2013K1;6627
Dragør;Gift/separeret;2013K2;6589
Dragør;Gift/separeret;2013K3;6570
Dragør;Gift/separeret;2013K4;6576
Dragør;Gift/separeret;2014K1;6569
Dragør;Gift/separeret;2014K2;6545
Dragør;Gift/separeret;2014K3;6532
Dragør;Gift/separeret;2014K4;6527
Dragør;Gift/separeret;2015K1;6543
Dragør;Gift/separeret;2015K2;6523
Dragør;Gift/separeret;2015K3;6563
Dragør;Gift/separeret;2015K4;6580
Dragør;Gift/separeret;2016K1;6598
Dragør;Gift/separeret;2016K2;6593
Dragør;Gift/separeret;2016K3;6597
Dragør;Gift/separeret;2016K4;6599
Dragør;Gift/separeret;2017K1;6581
Dragør;Gift/separeret;2017K2;6526
Dragør;Gift/separeret;2017K3;6526
Dragør;Gift/separeret;2017K4;6528
Dragør;Gift/separeret;2018K1;6518
Dragør;Gift/separeret;2018K2;6478
Dragør;Gift/separeret;2018K3;6451
Dragør;Gift/separeret;2018K4;6463
Dragør;Gift/separeret;2019K1;6464
Dragør;Gift/separeret;2019K2;6469
Dragør;Gift/separeret;2019K3;6450
Dragør;Gift/separeret;2019K4;6507
Dragør;Gift/separeret;2020K1;6546
Dragør;Gift/separeret;2020K2;6546
Dragør;Gift/separeret;2020K3;6535
Dragør;Gift/separeret;2020K4;6539
Dragør;Gift/separeret;2021K1;6562
Dragør;Gift/separeret;2021K2;6556
Dragør;Gift/separeret;2021K3;6566
Dragør;Gift/separeret;2021K4;6612
Dragør;Gift/separeret;2022K1;6621
Tårnby;Fraskilt;2008K1;3642
Tårnby;Fraskilt;2008K2;3648
Tårnby;Fraskilt;2008K3;3658
Tårnby;Fraskilt;2008K4;3637
Tårnby;Fraskilt;2009K1;3613
Tårnby;Fraskilt;2009K2;3653
Tårnby;Fraskilt;2009K3;3672
Tårnby;Fraskilt;2009K4;3650
Tårnby;Fraskilt;2010K1;3651
Tårnby;Fraskilt;2010K2;3676
Tårnby;Fraskilt;2010K3;3681
Tårnby;Fraskilt;2010K4;3688
Tårnby;Fraskilt;2011K1;3711
Tårnby;Fraskilt;2011K2;3760
Tårnby;Fraskilt;2011K3;3756
Tårnby;Fraskilt;2011K4;3775
Tårnby;Fraskilt;2012K1;3784
Tårnby;Fraskilt;2012K2;3829
Tårnby;Fraskilt;2012K3;3816
Tårnby;Fraskilt;2012K4;3833
Tårnby;Fraskilt;2013K1;3840
Tårnby;Fraskilt;2013K2;3854
Tårnby;Fraskilt;2013K3;3867
Tårnby;Fraskilt;2013K4;3858
Tårnby;Fraskilt;2014K1;3932
Tårnby;Fraskilt;2014K2;3980
Tårnby;Fraskilt;2014K3;4023
Tårnby;Fraskilt;2014K4;4023
Tårnby;Fraskilt;2015K1;4028
Tårnby;Fraskilt;2015K2;4053
Tårnby;Fraskilt;2015K3;4077
Tårnby;Fraskilt;2015K4;4072
Tårnby;Fraskilt;2016K1;4058
Tårnby;Fraskilt;2016K2;4076
Tårnby;Fraskilt;2016K3;4095
Tårnby;Fraskilt;2016K4;4110
Tårnby;Fraskilt;2017K1;4128
Tårnby;Fraskilt;2017K2;4152
Tårnby;Fraskilt;2017K3;4164
Tårnby;Fraskilt;2017K4;4166
Tårnby;Fraskilt;2018K1;4173
Tårnby;Fraskilt;2018K2;4219
Tårnby;Fraskilt;2018K3;4211
Tårnby;Fraskilt;2018K4;4199
Tårnby;Fraskilt;2019K1;4181
Tårnby;Fraskilt;2019K2;4176
Tårnby;Fraskilt;2019K3;4171
Tårnby;Fraskilt;2019K4;4158
Tårnby;Fraskilt;2020K1;4150
Tårnby;Fraskilt;2020K2;4150
Tårnby;Fraskilt;2020K3;4141
Tårnby;Fraskilt;2020K4;4152
Tårnby;Fraskilt;2021K1;4156
Tårnby;Fraskilt;2021K2;4147
Tårnby;Fraskilt;2021K3;4139
Tårnby;Fraskilt;2021K4;4117
Tårnby;Fraskilt;2022K1;4137
Tårnby;Gift/separeret;2008K1;16903
Tårnby;Gift/separeret;2008K2;16820
Tårnby;Gift/separeret;2008K3;16891
Tårnby;Gift/separeret;2008K4;17022
Tårnby;Gift/separeret;2009K1;17008
Tårnby;Gift/separeret;2009K2;16913
Tårnby;Gift/separeret;2009K3;16933
Tårnby;Gift/separeret;2009K4;17025
Tårnby;Gift/separeret;2010K1;16953
Tårnby;Gift/separeret;2010K2;16892
Tårnby;Gift/separeret;2010K3;16938
Tårnby;Gift/separeret;2010K4;17066
Tårnby;Gift/separeret;2011K1;17029
Tårnby;Gift/separeret;2011K2;16914
Tårnby;Gift/separeret;2011K3;16898
Tårnby;Gift/separeret;2011K4;16978
